Gene,GeneName,pValue
13226,AT2G20930,0.164317051
13227,AT2G26990,0.882145198
13228,AT2G31370,0.775982016
13229,AT2G45250,0.056012385
13230,AT2G46560,0.458436511
13231,AT3G18295,0.309605432
13232,AT3G19680,0.107165688
13233,AT3G57940,0.80517959
13234,AT3G58120,0.732126594
13235,AT4G00585,0.815787369
13236,AT4G02130,0.013948913
13237,AT4G17470,0.408273567
13238,AT4G17486,0.457954379
13239,AT4G22750,0.18471262
13240,AT4G24160,0.243929306
13241,AT4G24510,0.078735499
13242,AT4G25680,0.861077992
13243,AT4G27070,0.062037063
13244,AT4G35985,0.737020305
13245,AT5G10740,0.01109116
13246,AT5G14220,0.649964701
13247,AT5G15680,0.003610468
13248,AT5G45100,0.663487292
13249,AT5G54510,0.031198691
13250,AT5G56190,0.006421468
13251,AT5G63910,0.624401088
13252,AT5G65440,0.068496545
13253,AT1G01230,0.023888861
13254,AT1G10270,0.202557771
13255,AT1G11720,0.00064513
13256,AT1G18700,0.892497854
13257,AT1G48490,0.315786153
13258,AT1G64050,0.907732532
13259,AT1G73080,0.001544194
13260,AT1G78560,0.819995105
13261,AT2G07723,0.987622872
13262,AT2G13540,0.072835288
13263,AT2G23390,0.02499728
13264,AT2G26770,0.042210937
13265,AT2G39450,0.146794114
13266,AT2G40280,0.505789751
13267,AT3G17790,0.252016273
13268,AT3G59080,0.073062543
13269,AT3G60080,0.419486738
13270,AT3G62330,0.465255843
13271,AT4G04692,0.698712637
13272,AT4G11680,0.109184851
13273,AT4G24380,0.000179807
13274,AT5G03345,0.298918062
13275,AT5G08500,0.814193812
13276,AT5G16120,0.865890083
13277,AT5G19130,0.24063106
13278,AT5G28919,0.51435271
13279,AT5G43745,0.02598068
13280,AT5G48545,0.05540518
13281,AT5G50020,0.087721322
13282,AT5G63490,6.68E-05
13283,AT1G18060,0.18794754
13284,AT1G79160,0.473627994
13285,AT2G04620,0.183333546
13286,AT2G29900,0.954890321
13287,AT2G38000,0.417582071
13288,AT2G38960,0.044135988
13289,AT2G43850,0.084412261
13290,AT2G44065,0.497385873
13291,AT3G08020,0.669745486
13292,AT3G10730,0.039330259
13293,AT3G22530,0.43506983
13294,AT3G43670,0.100573028
13295,AT3G50260,0.000140252
13296,AT3G60530,0.058562606
13297,AT4G01960,0.286230305
13298,AT4G02405,0.842131501
13299,AT4G08500,0.113806748
13300,AT5G06830,0.208363227
13301,AT5G43630,0.266452783
13302,AT1G52320,0.23269201
13303,AT1G59750,0.898185914
13304,AT1G71180,0.050892443
13305,AT1G73390,0.001061033
13306,AT1G73650,0.244139825
13307,AT1G77090,0.025618753
13308,AT1G78800,0.441468748
13309,AT2G29530,0.77370047
13310,AT2G35790,0.514815865
13311,AT2G39170,0.51917917
13312,AT2G39900,0.002306655
13313,AT2G43770,0.417895271
13314,AT2G48060,0.488753655
13315,AT3G02060,0.278020874
13316,AT3G05800,0.059542018
13317,AT3G11402,0.764133398
13318,AT3G12370,0.302073242
13319,AT3G51130,0.606753481
13320,AT3G58830,0.024277595
13321,AT4G22140,0.123517841
13322,AT4G24660,0.096546788
13323,AT5G04260,0.135135402
13324,AT5G08040,0.508084448
13325,AT5G23860,0.044148697
13326,AT5G39990,0.18225772
13327,AT5G42070,0.011466059
13328,AT5G51340,0.573686278
13329,AT5G54860,0.112770764
13330,AT5G59710,0.568830896
13331,AT5G65200,0.00887482
13332,AT1G10150,0.845267439
13333,AT1G15350,0.005202316
13334,AT1G19650,0.17151197
13335,AT1G34020,0.18628493
13336,AT1G62040,0.67017534
13337,AT1G62440,0.295360303
13338,AT1G66130,0.005034369
13339,AT2G04450,0.452689479
13340,AT2G06925,0.006936531
13341,AT2G26210,0.659951629
13342,AT3G14860,0.281809293
13343,AT3G62140,0.701139789
13344,AT4G12070,0.000322183
13345,AT4G27900,0.896644825
13346,AT5G06460,0.186552627
13347,AT5G08380,0.240940722
13348,AT5G23250,0.594286507
13349,AT5G40451,0.169601817
13350,AT5G46800,0.013173096
13351,AT5G48500,0.439447113
13352,AT5G52560,0.017823642
13353,AT5G56340,0.168785115
13354,AT5G56870,0.838065451
13355,AT5G56940,0.473075046
13356,AT5G60160,0.232410561
13357,AT5G62760,0.531501055
13358,AT1G07705,0.025175144
13359,AT1G53120,0.222673476
13360,AT1G70610,0.243462294
13361,AT1G72040,0.173172122
13362,AT1G73680,0.506206785
13363,AT1G74840,0.481766552
13364,AT2G18910,0.343033518
13365,AT2G20142,0.138963086
13366,AT2G25000,0.674484832
13367,AT2G26780,0.005804192
13368,AT2G33540,0.392505792
13369,AT2G36490,0.048714578
13370,AT2G40300,0.365104001
13371,AT2G46260,0.10173216
13372,AT3G06790,0.790543442
13373,AT3G10250,0.194364721
13374,AT3G20920,0.546770306
13375,AT3G43230,0.092242659
13376,AT3G51920,0.218114175
13377,AT3G57880,0.017377472
13378,AT3G60450,0.356758606
13379,AT4G14930,0.896715443
13380,AT4G17080,0.486994254
13381,AT4G18070,0.257684243
13382,AT4G21920,0.018939162
13383,AT4G36900,0.014861788
13384,AT5G01160,0.752070537
13385,AT5G06440,0.615735356
13386,AT5G44574,0.302996837
13387,AT5G51230,0.188758324
13388,AT5G53150,0.63762583
13389,AT1G13000,0.097270335
13390,AT1G21120,1.36E-05
13391,AT1G28120,0.29785159
13392,AT1G49010,0.045761556
13393,AT1G51060,0.958928942
13394,AT1G64810,0.475810005
13395,AT1G76650,0.861747174
13396,AT2G25920,0.104382332
13397,AT2G27980,0.335825285
13398,AT2G39080,0.777166184
13399,AT3G05420,0.153103679
13400,AT3G09350,0.883695276
13401,AT3G15780,0.155903333
13402,AT3G18215,0.825878146
13403,AT3G20540,0.655952095
13404,AT3G25610,0.007919141
13405,AT3G47836,0.746446538
13406,AT3G48090,0.021264763
13407,AT3G49870,0.080806721
13408,AT3G58050,0.281106665
13409,AT4G00880,0.763547369
13410,AT4G08940,0.957524065
13411,AT5G04990,0.14428086
13412,AT5G05850,0.033454294
13413,AT1G12830,0.687819495
13414,AT1G18450,0.457530442
13415,AT2G39480,0.007555024
13416,AT2G47240,0.384053662
13417,AT3G01970,0.237542678
13418,AT3G12920,0.040054241
13419,AT3G24350,0.886080831
13420,AT3G25495,0.74867547
13421,AT3G51500,0.827254111
13422,AT4G00620,0.955651323
13423,AT4G15130,0.337462962
13424,AT4G26570,0.223644746
13425,AT4G28060,0.215941011
13426,AT4G38260,0.497486137
13427,AT5G01450,0.096036404
13428,AT5G11850,0.151723984
13429,AT5G18490,0.005678824
13430,AT5G40300,0.610590614
13431,AT5G43060,0.104816318
13432,AT5G52540,0.632500976
13433,AT5G53370,0.360276198
13434,AT1G18170,0.003826871
13435,AT1G19715,0.008761117
13436,AT1G20880,0.791178227
13437,AT1G21400,0.873961911
13438,AT1G33260,0.757937693
13439,AT1G53035,0.85643165
13440,AT1G58025,0.191273175
13441,AT1G60440,0.081671898
13442,AT2G04280,0.093840553
13443,AT2G05440,0.116885193
13444,AT2G34360,0.919464319
13445,AT3G01370,0.006009482
13446,AT3G05210,0.693839989
13447,AT3G14770,0.175228962
13448,AT3G21080,0.002011395
13449,AT3G24100,0.262538493
13450,AT3G26020,0.943503278
13451,AT3G27700,0.383081073
13452,AT3G60410,0.167906854
13453,AT4G33640,0.289810905
13454,AT5G01980,0.649511847
13455,AT5G02880,0.016295226
13456,AT5G06780,0.224266376
13457,AT5G08660,0.445582145
13458,AT5G16680,0.914383854
13459,AT5G19500,0.628327213
13460,AT5G41800,0.410251831
13461,AT5G53310,0.025896334
13462,AT5G56860,0.15808972
13463,AT1G16110,0.33049048
13464,AT1G18800,0.980387632
13465,AT1G21170,0.971791679
13466,AT1G31180,0.880330772
13467,AT1G74010,0.002651098
13468,AT2G17500,0.075454557
13469,AT2G43060,0.673853756
13470,AT2G44180,0.101778026
13471,AT2G46170,0.138248452
13472,AT3G04500,0.887525407
13473,AT3G15970,0.42914855
13474,AT3G50210,0.37361804
13475,AT3G56650,0.162828368
13476,AT4G15802,0.717502766
13477,AT4G19150,0.923359906
13478,AT4G23190,0.005636978
13479,AT4G25960,0.55940786
13480,AT4G26410,0.61246113
13481,AT4G27820,0.000473886
13482,AT5G01990,0.49510666
13483,AT5G03320,0.265993227
13484,AT5G19350,0.780696951
13485,AT5G27930,0.022966595
13486,AT5G28630,0.487904146
13487,AT5G43870,0.031814072
13488,AT5G46080,0.284145821
13489,AT5G52570,0.140035124
13490,AT5G55130,0.448494539
13491,AT5G58800,0.494632534
13492,AT1G13750,0.766546332
13493,AT1G14510,0.047762048
13494,AT1G14540,0.068998912
13495,AT1G28440,0.382552386
13496,AT1G57770,0.653559932
13497,AT1G61560,3.41E-06
13498,AT1G66180,0.520861304
13499,AT1G70200,0.058646419
13500,AT1G71720,0.012365232
13501,AT1G72910,0.077603687
13502,AT1G76580,0.885236588
13503,AT1G79810,0.506926078
13504,AT1G80010,0.177376884
13505,AT2G02800,0.001060843
13506,AT2G04240,0.595153296
13507,AT2G23780,0.460889557
13508,AT2G43070,0.023656597
13509,AT3G05030,6.58E-05
13510,AT3G10050,5.22E-11
13511,AT3G16480,0.485596431
13512,AT3G17100,0.061654963
13513,AT3G26780,0.058568565
13514,AT3G47490,0.360177304
13515,AT3G52920,0.331064837
13516,AT4G02880,0.110036859
13517,AT4G10610,0.772828839
13518,AT4G24470,0.456690878
13519,AT4G38500,0.202118071
13520,AT5G16550,0.901673789
13521,AT5G24660,0.239849595
13522,AT5G49530,0.312109059
13523,AT5G59220,0.203882728
13524,AT5G65685,0.904882439
13525,AT1G05570,0.502632361
13526,AT1G06060,0.662557325
13527,AT1G11440,0.340363897
13528,AT1G55080,0.30685161
13529,AT1G58100,0.024598876
13530,AT1G61870,0.136310183
13531,AT1G68570,0.172913035
13532,AT2G13370,0.829030088
13533,AT2G20330,0.221751591
13534,AT2G36130,0.94782401
13535,AT2G38740,0.050021653
13536,AT3G05625,0.528648614
13537,AT3G16660,0.209561566
13538,AT3G23410,0.021555448
13539,AT3G51520,0.018946996
13540,AT4G12600,0.428359506
13541,AT4G24830,0.124249742
13542,AT4G28630,0.184100935
13543,AT4G29940,0.600069244
13544,AT4G36480,0.680624069
13545,AT5G01650,0.010086537
13546,AT5G11730,0.065368215
13547,AT5G17450,0.006684685
13548,AT5G55100,0.256037357
13549,AT5G67290,0.499665643
13550,AT1G66760,0.408940136
13551,AT2G20790,0.247256857
13552,AT2G29540,0.636592226
13553,AT2G45190,0.125967169
13554,AT3G02770,0.490964579
13555,AT3G05660,0.878820209
13556,AT3G18130,0.09013973
13557,AT3G19740,0.097854467
13558,AT3G52760,0.364706717
13559,AT5G03490,0.904852671
13560,AT5G46410,0.069964375
13561,AT5G49280,0.110653291
13562,AT5G58375,0.008991056
13563,AT1G04970,0.445611084
13564,AT1G14580,0.330552585
13565,AT1G58110,0.544708859
13566,AT2G04780,0.958394387
13567,AT2G16070,0.729091467
13568,AT2G19450,0.150402986
13569,AT2G20180,0.174264977
13570,AT2G38120,0.025683953
13571,AT2G39750,0.490075199
13572,AT3G03770,0.067646335
13573,AT3G59640,0.264718258
13574,AT4G01026,0.032556736
13575,AT4G16280,0.506326761
13576,AT5G02020,4.74E-15
13577,AT5G10610,0.054587897
13578,AT5G16540,0.033433966
13579,AT5G35480,0.322585453
13580,AT5G35700,0.040298225
13581,AT5G58320,0.890821944
13582,AT5G65210,0.760751416
13583,AT5G65910,0.35121113
13584,AT5G65930,0.496696494
13585,AT5G66240,0.954176545
13586,AT5G67540,0.162731049
13587,AT1G17070,0.3362454
13588,AT1G38131,0.510017195
13589,AT1G63680,0.219451869
13590,AT1G70420,0.206835015
13591,AT1G78995,6.63E-05
13592,AT1G80560,0.068645052
13593,AT2G23450,0.005476038
13594,AT2G38780,0.032869422
13595,AT2G45240,0.633990128
13596,AT2G45990,0.235118477
13597,AT2G46080,0.888152713
13598,AT3G12210,0.054884803
13599,AT3G56130,0.029172001
13600,AT4G00440,0.880374678
13601,AT4G01840,0.321093181
13602,AT4G12300,0.113579135
13603,AT4G26400,0.37098467
13604,AT5G57815,0.42194999
13605,AT5G66510,0.627105714
13606,AT5G67630,0.632431246
13607,AT1G15420,0.343054511
13608,AT1G47500,0.361520525
13609,AT1G60170,0.463451739
13610,AT1G67900,0.309257004
13611,AT1G69340,0.061048469
13612,AT2G23980,0.75725342
13613,AT2G41630,0.597346721
13614,AT3G01950,0.737754566
13615,AT3G07170,0.140921738
13616,AT3G07330,0.898801948
13617,AT4G00560,0.923244452
13618,AT4G14760,0.089190078
13619,AT4G21110,0.023521741
13620,AT4G32240,0.604815663
13621,AT4G34140,0.182733746
13622,AT5G16280,0.002241603
13623,AT5G27970,0.38683901
13624,AT5G57490,0.943199233
13625,AT1G02160,0.443182507
13626,AT1G02390,0.807068715
13627,AT1G12640,0.009452616
13628,AT1G26420,9.25E-05
13629,AT1G30530,0.205806117
13630,AT1G32170,0.214466815
13631,AT1G33680,0.876898536
13632,AT1G49340,0.084515015
13633,AT1G50300,0.723213567
13634,AT1G55730,0.119925923
13635,AT1G66820,0.805622548
13636,AT2G21300,0.175435325
13637,AT2G45830,0.154942718
13638,AT3G12280,0.142551768
13639,AT3G13235,0.061325535
13640,AT3G13445,0.010984645
13641,AT3G15060,0.117564807
13642,AT3G28130,0.008400192
13643,AT4G01950,0.818989045
13644,AT4G15790,0.237730565
13645,AT4G26160,0.886978183
13646,AT4G26650,0.841442784
13647,AT4G26780,0.154867165
13648,AT4G31880,0.706276506
13649,AT4G35350,0.681919166
13650,AT5G06260,0.007142751
13651,AT5G10560,0.046249782
13652,AT5G20160,0.054292735
13653,AT5G25520,0.469162301
13654,AT5G25780,0.059472853
13655,AT5G35370,0.014381748
13656,AT5G35460,0.227162714
13657,AT5G45160,0.244952442
13658,AT5G64420,0.087707912
13659,AT1G01050,0.807561677
13660,AT1G04860,0.287975465
13661,AT1G13270,0.008137716
13662,AT1G47740,0.847155934
13663,AT1G59830,0.074838967
13664,AT1G67300,0.177690298
13665,AT1G73760,0.68288567
13666,AT1G75210,0.018391618
13667,AT2G18220,0.632207434
13668,AT2G28740,0.409179398
13669,AT2G29190,0.310142718
13670,AT2G31240,0.055233562
13671,AT2G37570,0.01660281
13672,AT2G43235,0.328458963
13673,AT3G01650,0.015613864
13674,AT3G19580,0.212872629
13675,AT3G30180,0.335721134
13676,AT3G42170,0.113110535
13677,AT3G52750,0.000885515
13678,AT3G54350,0.425683769
13679,AT4G04920,0.010100772
13680,AT4G16390,0.594885226
13681,AT4G27120,0.493455368
13682,AT5G11880,0.248665833
13683,AT5G47090,0.658731373
13684,AT5G47640,0.017016488
13685,AT5G54080,0.876268858
13686,AT5G66675,0.069435916
13687,AT5G67560,0.068461531
13688,AT1G06850,0.8866184
13689,AT1G12820,0.302371947
13690,AT1G15710,0.262925735
13691,AT1G17690,0.009545862
13692,AT1G21440,0.500133616
13693,AT1G76920,0.303293535
13694,AT2G14835,0.215277506
13695,AT2G25180,0.410046746
13696,AT2G31200,0.286635402
13697,AT3G17160,0.08566601
13698,AT3G44990,0.00145984
13699,AT3G61190,0.103874586
13700,AT4G04410,0.950142212
13701,AT4G18270,0.038035843
13702,AT5G17840,0.284612631
13703,AT5G22860,0.012369518
13704,AT5G28020,0.163649529
13705,AT5G40690,0.739697706
13706,AT5G44250,0.250110894
13707,AT5G45680,0.172374984
13708,AT5G47820,0.512632525
13709,AT1G16900,0.030951437
13710,AT1G24265,0.873550806
13711,AT1G25450,0.094729996
13712,AT1G33780,0.649601247
13713,AT1G52600,0.007110145
13714,AT1G78510,0.009144122
13715,AT2G17540,0.159268376
13716,AT2G27350,0.056646255
13717,AT3G07910,0.386767357
13718,AT3G11110,0.021384602
13719,AT3G11250,0.783270669
13720,AT3G26600,0.950681754
13721,AT3G30300,0.021875823
13722,AT3G46430,0.844117456
13723,AT4G04350,0.038532956
13724,AT4G14300,0.001980112
13725,AT4G16450,0.709681703
13726,AT4G21750,0.34466739
13727,AT4G26900,0.035704403
13728,AT4G28240,0.025935502
13729,AT4G37440,0.514457843
13730,AT5G04360,0.242215932
13731,AT5G04540,0.018649706
13732,AT5G13590,0.170334601
13733,AT5G20885,0.766249383
13734,AT5G25460,0.013444318
13735,AT5G27690,0.026575984
13736,AT5G40670,0.230439278
13737,AT5G41920,0.106184851
13738,AT5G42620,0.956631668
13739,AT5G53650,0.846634142
13740,AT5G64960,0.085830562
13741,AT1G01040,0.517993362
13742,AT1G01170,0.015458151
13743,AT1G03530,0.700661875
13744,AT1G16270,0.109874052
13745,AT1G22730,0.324416995
13746,AT1G28520,0.50595971
13747,AT1G53800,0.00073308
13748,AT1G61850,0.041703713
13749,AT1G73810,0.525661682
13750,AT1G75730,0.393472717
13751,AT2G44860,0.263705626
13752,AT3G12020,0.9361909
13753,AT4G17570,0.481596842
13754,AT4G20410,0.646687608
13755,AT4G24200,0.483224509
13756,AT4G25810,0.017712505
13757,AT4G29130,0.479369192
13758,AT4G38350,0.790195311
13759,AT5G02270,0.003922623
13760,AT5G03200,0.166687327
13761,AT5G16950,0.108550569
13762,AT5G17010,0.817448837
13763,AT5G19090,0.16051804
13764,AT5G19750,0.965090842
13765,AT5G22070,0.28649627
13766,AT5G26710,0.113452507
13767,AT5G62910,0.783825002
13768,AT1G01710,0.734898327
13769,AT1G56560,0.819546244
13770,AT1G63610,0.132541792
13771,AT1G68600,0.448434089
13772,AT1G72416,0.880157939
13773,AT2G17290,0.011914605
13774,AT2G21370,0.001013916
13775,AT2G33480,0.447003321
13776,AT3G19640,0.144769316
13777,AT3G51460,0.527528176
13778,AT4G00290,0.11939044
13779,AT4G09720,0.267224524
13780,AT4G18880,0.027889827
13781,AT4G20110,0.000884508
13782,AT4G25620,0.619516318
13783,AT4G30480,0.780667824
13784,AT5G14460,0.604100381
13785,AT5G18100,0.085070432
13786,AT5G26240,0.835084782
13787,AT5G57360,0.304568176
13788,AT1G05500,0.952244941
13789,AT1G06210,0.108614748
13790,AT1G17500,0.061548571
13791,AT1G22882,0.221330479
13792,AT1G34320,0.339026549
13793,AT1G44790,0.401305702
13794,AT1G53280,0.052477411
13795,AT1G55090,0.595682748
13796,AT1G58440,0.123121486
13797,AT1G71710,0.005992528
13798,AT1G74690,0.428150311
13799,AT1G78600,0.927229638
13800,AT2G02970,0.220931259
13801,AT2G17380,0.087057312
13802,AT2G19130,0.0115531
13803,AT2G31230,0.108276679
13804,AT2G38020,0.053853482
13805,AT3G05290,0.150264094
13806,AT3G19810,0.006161385
13807,AT3G24430,0.008092984
13808,AT3G25040,0.944652674
13809,AT3G26400,0.729375364
13810,AT4G28706,0.016127965
13811,AT4G29260,0.897135449
13812,AT5G16510,0.301194628
13813,AT5G23850,0.054469282
13814,AT5G42990,0.393032222
13815,AT5G46180,0.256483723
13816,AT5G49570,0.494158757
13817,AT5G64920,0.689950497
13818,AT1G23280,0.834030784
13819,AT1G23780,0.111192605
13820,AT1G54920,0.546853765
13821,AT1G68945,0.59780539
13822,AT1G78660,0.442778765
13823,AT2G02860,0.14713148
13824,AT2G18740,0.883049301
13825,AT2G24280,0.216686859
13826,AT2G45160,0.115354022
13827,AT3G01160,0.539073879
13828,AT3G09300,0.907384157
13829,AT3G26180,0.009900775
13830,AT4G12900,0.006004927
13831,AT4G19230,0.002660039
13832,AT4G20840,0.038772028
13833,AT4G23220,0.008449656
13834,AT4G25890,0.028687206
13835,AT4G25910,0.91620266
13836,AT4G26555,0.113318046
13837,AT5G16760,0.037553704
13838,AT5G22360,0.765206683
13839,AT5G26880,0.132348507
13840,AT5G35910,0.294190856
13841,AT5G50150,0.446555458
13842,AT5G51640,0.000296834
13843,AT5G56850,0.000703692
13844,AT5G62930,0.033546349
13845,AT5G64020,0.29458211
13846,AT5G66790,0.000457387
13847,AT1G33140,0.829822773
13848,AT1G55590,0.002819106
13849,AT1G69440,0.671896777
13850,AT2G33490,0.797215058
13851,AT2G40410,0.452496959
13852,AT2G43320,0.001505457
13853,AT3G09810,0.252346509
13854,AT3G27530,0.101021424
13855,AT3G47080,0.013719236
13856,AT3G52660,0.321390042
13857,AT4G02010,0.265258811
13858,AT4G05635,0.908889213
13859,AT4G06634,0.672382283
13860,AT4G32130,0.264713073
13861,AT5G06370,0.366921316
13862,AT5G09390,0.748583822
13863,AT5G19280,0.706811517
13864,AT1G17340,0.237109499
13865,AT1G22780,0.627873876
13866,AT1G24160,0.063951133
13867,AT1G54040,0.102344292
13868,AT1G64980,0.904182352
13869,AT2G25850,0.353740647
13870,AT2G47930,0.003597241
13871,AT3G13800,0.460039543
13872,AT3G15430,0.651313496
13873,AT3G15720,0.012469935
13874,AT3G20250,0.10455885
13875,AT3G22845,0.004720053
13876,AT3G27050,0.44686149
13877,AT3G28040,0.00022564
13878,AT3G51340,0.007265675
13879,AT4G20130,0.051288095
13880,AT4G28770,0.479436052
13881,AT5G03370,0.149725992
13882,AT5G11760,0.237264043
13883,AT5G16650,0.012273452
13884,AT5G16990,0.803969847
13885,AT5G42480,0.404962108
13886,AT5G43860,0.021545186
13887,AT5G47435,0.758789771
13888,AT5G49930,0.531548634
13889,AT5G51545,0.009870902
13890,AT5G54380,0.550779469
13891,AT5G61420,0.286579459
13892,AT5G66490,0.414451005
13893,AT1G14060,0.048236528
13894,AT2G34600,0.005049081
13895,AT2G41490,0.00228722
13896,AT2G45270,0.175985731
13897,AT3G01980,0.040706387
13898,AT3G04340,0.036301485
13899,AT3G07570,0.450128009
13900,AT3G12680,0.902210198
13901,AT3G16860,9.54E-05
13902,AT3G20510,0.000766404
13903,AT4G16140,0.260992589
13904,AT4G20440,0.646528943
13905,AT4G25700,0.019919479
13906,AT4G34430,0.201380943
13907,AT4G35180,0.001334971
13908,AT4G35490,0.388928089
13909,AT5G37475,0.925424752
13910,AT1G59820,0.003934084
13911,AT2G31955,0.111264357
