Region,MetropolitanStatus,Age,EducationCategory,EducationCode,Race,WeeklyEarnings
South,Metropolitan,38,MastersDegree,44,White,692
Northeast,Metropolitan,23,SomeCollegeButNoDegree,40,White,400
Midwest,Metropolitan,25,MastersDegree,44,White,538.46
Midwest,Metropolitan,51,HighSchoolDiploma,39,White,1277.5
Northeast,Metropolitan,62,AssocDegAcadem,42,White,1115.38
Midwest,Metropolitan,40,BachelorsDegree,43,White,1153.84
South,Metropolitan,48,HighSchoolDiploma,39,White,544.23
South,Metropolitan,45,MastersDegree,44,White,1057.69
Midwest,Not Metropolitan,42,SomeCollegeButNoDegree,40,White,80
Northeast,Metropolitan,29,HighSchoolDiploma,39,White,548.46
Northeast,Metropolitan,34,DoctorateDegree,46,White,1846.15
South,Not Metropolitan,61,DoctorateDegree,46,White,1050
Midwest,Metropolitan,40,SomeCollegeButNoDegree,40,White,839
West,Not Metropolitan,45,BachelorsDegree,43,White,1964.28
South,Metropolitan,46,MastersDegree,44,Black,1344
South,Metropolitan,44,BachelorsDegree,43,White,833.2
Northeast,Metropolitan,52,HighSchoolDiploma,39,White,520
Midwest,Metropolitan,29,BachelorsDegree,43,Black,653
Midwest,Metropolitan,51,HighSchoolDiploma,39,White,840
Northeast,Metropolitan,44,SomeCollegeButNoDegree,40,White,711
Northeast,Metropolitan,22,HighSchoolDiploma,39,White,390
West,Metropolitan,57,SomeCollegeButNoDegree,40,White,2884.61
South,Metropolitan,59,BachelorsDegree,43,White,2076.92
Midwest,Not Metropolitan,34,SomeCollegeButNoDegree,40,White,923.07
South,Metropolitan,62,HighSchoolDiploma,39,Black,1788.46
Midwest,Metropolitan,38,SomeCollegeButNoDegree,40,White,1700
Northeast,Metropolitan,54,BachelorsDegree,43,White,2815.38
South,Metropolitan,38,HighSchoolDiploma,39,White,640
Northeast,Metropolitan,53,BachelorsDegree,43,White,2557.69
Midwest,Not Metropolitan,46,EleventhGrade,37,White,1134.61
West,Metropolitan,31,ProfSchoolDegree,45,White,957.69
West,Metropolitan,55,FifthorSixthGrade,33,White,560
South,Metropolitan,41,ProfSchoolDegree,45,White,2884.61
Northeast,Metropolitan,59,HighSchoolDiploma,39,White,1057.69
Midwest,Metropolitan,49,HighSchoolDiploma,39,White,1250
South,Metropolitan,48,AssocDegAcadem,42,White,1173.07
South,Not Metropolitan,27,HighSchoolDiploma,39,White,340
Northeast,Metropolitan,21,HighSchoolDiploma,39,White,576.92
South,Not Metropolitan,35,HighSchoolDiploma,39,Black,580
Midwest,Not Metropolitan,32,HighSchoolDiploma,39,White,640
Midwest,Metropolitan,55,BachelorsDegree,43,White,865
South,Not Metropolitan,61,MastersDegree,44,White,1153.84
South,Not Metropolitan,43,FirstSecondThirdOrFourthGrade,32,White,700
Northeast,Metropolitan,57,BachelorsDegree,43,White,1731
South,Metropolitan,45,BachelorsDegree,43,White,807.69
Northeast,Metropolitan,65,MastersDegree,44,White,350
Midwest,Metropolitan,53,BachelorsDegree,43,White,2884.61
Midwest,Not Metropolitan,44,SomeCollegeButNoDegree,40,White,1000
Northeast,Not Metropolitan,64,HighSchoolDiploma,39,White,865.38
West,Metropolitan,34,MastersDegree,44,White,738.46
Midwest,Not Metropolitan,54,AssocDegOccupVocat,41,White,680
West,Metropolitan,38,BachelorsDegree,43,White,1346
South,Metropolitan,52,AssocDegOccupVocat,41,White,1538.46
South,Not Metropolitan,49,HighSchoolDiploma,39,White,346
Northeast,Metropolitan,43,MastersDegree,44,White,2057.69
Midwest,Metropolitan,55,MastersDegree,44,White,1107.69
West,Metropolitan,29,HighSchoolDiploma,39,White,570
Northeast,Not Metropolitan,47,AssocDegOccupVocat,41,White,500
Midwest,Metropolitan,47,AssocDegOccupVocat,41,White,780
Northeast,Metropolitan,85,BachelorsDegree,43,White,472
Midwest,Not Metropolitan,37,DoctorateDegree,46,White,2115.38
West,Not Metropolitan,31,SomeCollegeButNoDegree,40,White,1080
Northeast,Metropolitan,47,MastersDegree,44,White,2100
South,Metropolitan,55,FirstSecondThirdOrFourthGrade,32,White,701.2
South,Metropolitan,26,BachelorsDegree,43,White,1250
South,Metropolitan,30,NinthGrade,35,White,340
Northeast,Metropolitan,21,SomeCollegeButNoDegree,40,White,500
West,Metropolitan,36,SomeCollegeButNoDegree,40,White,1000
Midwest,Metropolitan,59,BachelorsDegree,43,White,2884.61
West,Metropolitan,50,BachelorsDegree,43,White,1500
Midwest,Metropolitan,42,HighSchoolDiploma,39,White,1346.15
Midwest,Metropolitan,35,BachelorsDegree,43,White,1730.76
South,Metropolitan,39,HighSchoolDiploma,39,White,840
South,Not Metropolitan,45,HighSchoolDiploma,39,White,398
West,Metropolitan,50,BachelorsDegree,43,White,1423.07
West,Metropolitan,26,TwelthButNoDiploma,38,White,400
West,Metropolitan,21,BachelorsDegree,43,White,1000
Northeast,Not Metropolitan,21,SomeCollegeButNoDegree,40,White,248.84
Midwest,Metropolitan,37,HighSchoolDiploma,39,White,601.75
Midwest,Metropolitan,55,DoctorateDegree,46,White,1061.53
South,Metropolitan,64,HighSchoolDiploma,39,White,809
South,Metropolitan,53,BachelorsDegree,43,White,769.23
Midwest,Not Metropolitan,49,AssocDegAcadem,42,White,865.38
Midwest,Metropolitan,67,AssocDegOccupVocat,41,White,1165
Northeast,Metropolitan,51,HighSchoolDiploma,39,White,400
West,Metropolitan,36,HighSchoolDiploma,39,White,480
West,Metropolitan,34,BachelorsDegree,43,White,1520
West,Not Metropolitan,48,FirstSecondThirdOrFourthGrade,32,White,440
West,Metropolitan,25,AssocDegAcadem,42,White,1307
West,Not Metropolitan,67,BachelorsDegree,43,White,1153.84
South,Metropolitan,57,MastersDegree,44,White,1019.23
South,Metropolitan,62,AssocDegAcadem,42,White,500
South,Metropolitan,42,BachelorsDegree,43,White,1153.84
South,Not Metropolitan,44,BachelorsDegree,43,White,1538
South,Metropolitan,57,FirstSecondThirdOrFourthGrade,32,White,933
South,Not Metropolitan,29,BachelorsDegree,43,White,900
South,Metropolitan,36,AssocDegOccupVocat,41,White,1200
Midwest,Metropolitan,58,HighSchoolDiploma,39,White,384.61
Northeast,Metropolitan,47,HighSchoolDiploma,39,White,960
South,Metropolitan,48,HighSchoolDiploma,39,White,1153.84
South,Not Metropolitan,36,HighSchoolDiploma,39,White,392.3
Northeast,Metropolitan,23,SomeCollegeButNoDegree,40,White,500
Northeast,Metropolitan,50,HighSchoolDiploma,39,White,1850
Midwest,Not Metropolitan,45,HighSchoolDiploma,39,White,1500
South,Metropolitan,64,SomeCollegeButNoDegree,40,White,1200
West,Not Metropolitan,46,HighSchoolDiploma,39,White,2076.92
Midwest,Metropolitan,54,AssocDegOccupVocat,41,White,1980
Northeast,Metropolitan,61,BachelorsDegree,43,White,961
South,Metropolitan,34,BachelorsDegree,43,White,1153.84
West,Metropolitan,19,SomeCollegeButNoDegree,40,White,332
Northeast,Metropolitan,57,MastersDegree,44,White,1500
West,Metropolitan,41,SomeCollegeButNoDegree,40,White,903.84
South,Not Metropolitan,38,TwelthButNoDiploma,38,White,800
South,Metropolitan,41,HighSchoolDiploma,39,White,580
Midwest,Metropolitan,47,HighSchoolDiploma,39,White,1115.38
Midwest,Not Metropolitan,29,EleventhGrade,37,White,575
Midwest,Metropolitan,85,MastersDegree,44,Black,2884.61
Northeast,Metropolitan,47,HighSchoolDiploma,39,Black,307
South,Metropolitan,54,HighSchoolDiploma,39,Black,400
Midwest,Metropolitan,28,HighSchoolDiploma,39,White,615
Midwest,Metropolitan,43,ProfSchoolDegree,45,White,2653.84
South,Metropolitan,22,HighSchoolDiploma,39,White,320
South,Metropolitan,23,SomeCollegeButNoDegree,40,White,769.23
South,Not Metropolitan,29,HighSchoolDiploma,39,White,360
Midwest,Metropolitan,35,BachelorsDegree,43,White,750
West,Metropolitan,74,MastersDegree,44,White,1153.84
Midwest,Metropolitan,52,BachelorsDegree,43,White,1000
South,Metropolitan,24,HighSchoolDiploma,39,White,404
Midwest,Metropolitan,49,BachelorsDegree,43,White,1442
Midwest,Metropolitan,49,HighSchoolDiploma,39,White,1019.23
Northeast,Not Metropolitan,23,HighSchoolDiploma,39,White,530
South,Metropolitan,21,HighSchoolDiploma,39,White,400
South,Metropolitan,62,SomeCollegeButNoDegree,40,White,892.5
Midwest,Metropolitan,38,AssocDegOccupVocat,41,White,1127.5
West,Metropolitan,61,SomeCollegeButNoDegree,40,White,768
West,Metropolitan,34,ProfSchoolDegree,45,White,1250
South,Metropolitan,49,MastersDegree,44,White,2884.61
South,Metropolitan,29,HighSchoolDiploma,39,White,975
Northeast,Metropolitan,23,BachelorsDegree,43,White,673
South,Metropolitan,52,HighSchoolDiploma,39,White,650
Northeast,Metropolitan,46,AssocDegAcadem,42,White,1650
West,Not Metropolitan,27,BachelorsDegree,43,White,438.46
South,Not Metropolitan,60,SomeCollegeButNoDegree,40,White,720
South,Metropolitan,37,HighSchoolDiploma,39,White,384.61
South,Metropolitan,26,SomeCollegeButNoDegree,40,White,340
Midwest,Metropolitan,39,SomeCollegeButNoDegree,40,White,1538.46
South,Metropolitan,47,BachelorsDegree,43,White,2615.38
West,Metropolitan,62,HighSchoolDiploma,39,White,1200
South,Metropolitan,38,BachelorsDegree,43,White,1730.76
Midwest,Metropolitan,26,SomeCollegeButNoDegree,40,White,1153.84
South,Not Metropolitan,56,HighSchoolDiploma,39,Black,901
West,Metropolitan,26,HighSchoolDiploma,39,White,480.76
Midwest,Metropolitan,55,HighSchoolDiploma,39,White,1153.84
Northeast,Not Metropolitan,39,BachelorsDegree,43,White,2500
Northeast,Metropolitan,49,NinthGrade,35,White,1190
Midwest,Metropolitan,24,BachelorsDegree,43,White,961.53
Northeast,Not Metropolitan,60,AssocDegAcadem,42,White,612
South,Metropolitan,51,SomeCollegeButNoDegree,40,White,903
South,Metropolitan,34,BachelorsDegree,43,White,2115.38
West,Metropolitan,74,SeventhOrEighthGrade,34,White,474.4
Midwest,Metropolitan,53,BachelorsDegree,43,White,950
Northeast,Metropolitan,52,BachelorsDegree,43,White,2115.38
South,Metropolitan,24,HighSchoolDiploma,39,Black,352
Northeast,Metropolitan,44,MastersDegree,44,White,1423
South,Metropolitan,54,AssocDegAcadem,42,White,1326.92
Northeast,Metropolitan,54,MastersDegree,44,White,2438
Northeast,Metropolitan,24,HighSchoolDiploma,39,White,384
West,Metropolitan,38,AssocDegAcadem,42,White,1200
Northeast,Not Metropolitan,52,SomeCollegeButNoDegree,40,White,1250
Northeast,Not Metropolitan,57,MastersDegree,44,White,1450
South,Metropolitan,40,MastersDegree,44,White,1250
South,Not Metropolitan,59,BachelorsDegree,43,White,1750
West,Metropolitan,41,NinthGrade,35,White,400
South,Metropolitan,45,HighSchoolDiploma,39,White,525
Midwest,Not Metropolitan,55,SomeCollegeButNoDegree,40,White,1338.46
South,Metropolitan,27,SomeCollegeButNoDegree,40,White,480
Midwest,Metropolitan,47,HighSchoolDiploma,39,White,500
South,Metropolitan,57,HighSchoolDiploma,39,White,720
West,Metropolitan,24,NinthGrade,35,White,230.76
South,Metropolitan,26,SomeCollegeButNoDegree,40,White,1107.69
West,Metropolitan,43,HighSchoolDiploma,39,White,750
West,Metropolitan,28,HighSchoolDiploma,39,White,480
South,Not Metropolitan,59,BachelorsDegree,43,White,1923
West,Metropolitan,43,HighSchoolDiploma,39,White,1800
West,Not Metropolitan,36,HighSchoolDiploma,39,White,1000
West,Metropolitan,51,AssocDegAcadem,42,White,1153.84
West,Metropolitan,63,DoctorateDegree,46,White,576
Midwest,Metropolitan,64,AssocDegOccupVocat,41,White,600
West,Metropolitan,56,ProfSchoolDegree,45,White,2884.61
Midwest,Metropolitan,40,SomeCollegeButNoDegree,40,Black,994
Northeast,Metropolitan,22,TwelthButNoDiploma,38,White,430
Midwest,Metropolitan,37,AssocDegOccupVocat,41,White,1020.15
Midwest,Not Metropolitan,59,HighSchoolDiploma,39,White,620
South,Not Metropolitan,49,HighSchoolDiploma,39,White,880
Midwest,Metropolitan,29,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,38,BachelorsDegree,43,White,2115.38
Northeast,Not Metropolitan,39,HighSchoolDiploma,39,White,1250
South,Metropolitan,63,HighSchoolDiploma,39,White,673
South,Metropolitan,37,FifthorSixthGrade,33,White,720
Northeast,Metropolitan,56,MastersDegree,44,White,2884.61
South,Metropolitan,27,HighSchoolDiploma,39,White,1184
South,Metropolitan,27,BachelorsDegree,43,White,2000
Northeast,Not Metropolitan,53,AssocDegOccupVocat,41,White,1226
West,Metropolitan,21,SomeCollegeButNoDegree,40,White,800
Midwest,Not Metropolitan,43,BachelorsDegree,43,White,769.23
South,Metropolitan,55,BachelorsDegree,43,White,932.69
South,Metropolitan,54,SomeCollegeButNoDegree,40,White,1217.3
Northeast,Not Metropolitan,50,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,26,BachelorsDegree,43,White,769.23
West,Metropolitan,55,AssocDegAcadem,42,White,1000
West,Not Identified,41,AssocDegOccupVocat,41,White,1730.76
Northeast,Metropolitan,48,HighSchoolDiploma,39,White,920
Midwest,Metropolitan,42,HighSchoolDiploma,39,White,851
West,Metropolitan,30,BachelorsDegree,43,White,461.53
Northeast,Metropolitan,38,MastersDegree,44,White,2048
Midwest,Metropolitan,46,HighSchoolDiploma,39,White,767.2
Midwest,Metropolitan,47,HighSchoolDiploma,39,White,1092
West,Metropolitan,39,BachelorsDegree,43,White,1153.84
South,Metropolitan,21,HighSchoolDiploma,39,White,536
South,Metropolitan,73,BachelorsDegree,43,White,1000
South,Metropolitan,61,MastersDegree,44,White,2760
Northeast,Not Metropolitan,26,HighSchoolDiploma,39,White,400
West,Metropolitan,41,SomeCollegeButNoDegree,40,White,923.07
South,Metropolitan,35,BachelorsDegree,43,White,2057
South,Metropolitan,40,BachelorsDegree,43,Black,1346.15
Midwest,Metropolitan,72,SeventhOrEighthGrade,34,White,727.5
West,Metropolitan,34,BachelorsDegree,43,White,1634
Midwest,Not Metropolitan,26,BachelorsDegree,43,White,961.53
South,Metropolitan,37,BachelorsDegree,43,White,644.23
West,Metropolitan,21,SomeCollegeButNoDegree,40,White,400
Midwest,Not Metropolitan,47,HighSchoolDiploma,39,White,400
Midwest,Metropolitan,46,AssocDegAcadem,42,White,2884.61
Northeast,Metropolitan,29,AssocDegAcadem,42,White,464
Midwest,Metropolitan,26,BachelorsDegree,43,White,323.07
Northeast,Metropolitan,32,BachelorsDegree,43,White,961.53
Midwest,Metropolitan,54,HighSchoolDiploma,39,White,576.92
South,Metropolitan,32,SomeCollegeButNoDegree,40,White,688
South,Metropolitan,50,BachelorsDegree,43,White,1346.15
West,Metropolitan,38,EleventhGrade,37,White,276.92
South,Metropolitan,50,HighSchoolDiploma,39,White,789
South,Metropolitan,23,BachelorsDegree,43,White,460
Northeast,Metropolitan,47,HighSchoolDiploma,39,White,1057.69
South,Metropolitan,27,BachelorsDegree,43,Black,1057
Midwest,Not Metropolitan,41,BachelorsDegree,43,White,575
South,Metropolitan,27,HighSchoolDiploma,39,White,738.4
Midwest,Metropolitan,25,BachelorsDegree,43,White,600
Midwest,Not Metropolitan,57,HighSchoolDiploma,39,White,900
Midwest,Metropolitan,63,SomeCollegeButNoDegree,40,White,846
Midwest,Not Metropolitan,57,HighSchoolDiploma,39,White,1500
Northeast,Metropolitan,21,HighSchoolDiploma,39,White,360
West,Metropolitan,37,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,52,MastersDegree,44,White,2884.61
Northeast,Not Metropolitan,21,HighSchoolDiploma,39,Black,400
South,Metropolitan,39,SomeCollegeButNoDegree,40,White,800
Northeast,Metropolitan,49,HighSchoolDiploma,39,White,1000
South,Metropolitan,48,HighSchoolDiploma,39,Black,320
South,Metropolitan,53,BachelorsDegree,43,Black,1153
West,Metropolitan,32,AssocDegOccupVocat,41,White,1088
Midwest,Metropolitan,43,BachelorsDegree,43,White,807.69
South,Metropolitan,34,SomeCollegeButNoDegree,40,White,480
South,Metropolitan,22,HighSchoolDiploma,39,White,384.61
Northeast,Not Metropolitan,46,BachelorsDegree,43,White,1211.53
West,Not Metropolitan,18,TenthGrade,36,White,279.3
South,Metropolitan,55,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,55,HighSchoolDiploma,39,Black,673.07
Northeast,Metropolitan,60,SomeCollegeButNoDegree,40,White,1250
West,Metropolitan,31,BachelorsDegree,43,White,1173.07
South,Metropolitan,35,BachelorsDegree,43,White,416
South,Not Metropolitan,53,HighSchoolDiploma,39,White,1002.4
Midwest,Not Metropolitan,30,DoctorateDegree,46,White,830.76
South,Metropolitan,51,HighSchoolDiploma,39,Black,250
Northeast,Metropolitan,25,AssocDegAcadem,42,Black,550
Northeast,Metropolitan,27,HighSchoolDiploma,39,White,560
Northeast,Metropolitan,35,BachelorsDegree,43,White,961.53
South,Metropolitan,39,BachelorsDegree,43,White,1057.69
West,Metropolitan,29,HighSchoolDiploma,39,White,250
Midwest,Metropolitan,32,BachelorsDegree,43,White,400
South,Metropolitan,50,SomeCollegeButNoDegree,40,Black,1038.46
Northeast,Metropolitan,53,AssocDegAcadem,42,White,450
Northeast,Metropolitan,25,BachelorsDegree,43,White,615.38
South,Metropolitan,23,HighSchoolDiploma,39,White,480
Northeast,Metropolitan,47,BachelorsDegree,43,White,2692.3
West,Metropolitan,26,HighSchoolDiploma,39,White,1280
South,Metropolitan,61,HighSchoolDiploma,39,Black,570
Northeast,Metropolitan,32,MastersDegree,44,White,800
Midwest,Metropolitan,22,SomeCollegeButNoDegree,40,White,300
Midwest,Metropolitan,45,HighSchoolDiploma,39,White,706.8
Midwest,Metropolitan,34,BachelorsDegree,43,White,1634.61
South,Metropolitan,42,HighSchoolDiploma,39,White,923
Midwest,Not Metropolitan,31,AssocDegAcadem,42,White,903.84
Midwest,Not Metropolitan,61,AssocDegAcadem,42,White,600
Northeast,Metropolitan,68,BachelorsDegree,43,White,769
South,Metropolitan,32,HighSchoolDiploma,39,White,1153
Northeast,Metropolitan,26,SomeCollegeButNoDegree,40,White,692
South,Metropolitan,39,HighSchoolDiploma,39,Black,519.23
Midwest,Metropolitan,20,HighSchoolDiploma,39,White,461.53
South,Metropolitan,61,HighSchoolDiploma,39,White,2769.23
West,Metropolitan,60,SomeCollegeButNoDegree,40,White,923
West,Metropolitan,26,MastersDegree,44,White,903
South,Metropolitan,34,MastersDegree,44,White,884.61
South,Metropolitan,26,SomeCollegeButNoDegree,40,White,2884.61
West,Metropolitan,29,HighSchoolDiploma,39,White,1500
South,Metropolitan,61,BachelorsDegree,43,White,1365
South,Metropolitan,44,BachelorsDegree,43,White,769
Midwest,Metropolitan,44,BachelorsDegree,43,White,1346
West,Metropolitan,37,BachelorsDegree,43,White,600
South,Not Metropolitan,47,HighSchoolDiploma,39,White,1153.84
South,Metropolitan,61,MastersDegree,44,White,615
Midwest,Not Metropolitan,32,FirstSecondThirdOrFourthGrade,32,White,332
Northeast,Metropolitan,55,HighSchoolDiploma,39,White,949.2
West,Metropolitan,42,SomeCollegeButNoDegree,40,White,2884
West,Metropolitan,54,MastersDegree,44,White,2384.61
South,Not Metropolitan,47,SomeCollegeButNoDegree,40,White,500
Northeast,Metropolitan,57,AssocDegAcadem,42,White,1519.23
Midwest,Not Metropolitan,56,SomeCollegeButNoDegree,40,White,400
Midwest,Metropolitan,35,FifthorSixthGrade,33,White,350
Midwest,Metropolitan,29,TwelthButNoDiploma,38,Black,276.92
Midwest,Metropolitan,59,HighSchoolDiploma,39,White,732
South,Metropolitan,18,TwelthButNoDiploma,38,White,461
South,Metropolitan,80,ProfSchoolDegree,45,White,1115
South,Metropolitan,32,MastersDegree,44,White,2076.92
Midwest,Metropolitan,57,LessThanFirstGrade,31,White,700
Midwest,Metropolitan,33,BachelorsDegree,43,White,2000
Northeast,Metropolitan,62,HighSchoolDiploma,39,Black,1592.5
Northeast,Metropolitan,77,BachelorsDegree,43,White,800
South,Metropolitan,32,SeventhOrEighthGrade,34,White,660
West,Metropolitan,26,BachelorsDegree,43,White,680
Northeast,Metropolitan,51,FirstSecondThirdOrFourthGrade,32,White,800
Northeast,Metropolitan,26,BachelorsDegree,43,White,1442
West,Metropolitan,25,HighSchoolDiploma,39,White,769.23
Midwest,Metropolitan,47,BachelorsDegree,43,White,1330.8
West,Metropolitan,39,EleventhGrade,37,White,940
