Region,MetropolitanStatus,Age,Sex,MaritalStatus,EdCode,Education,JobClass,WeeklyEarnings
Midwest,Metropolitan,61,Male,Not Married,41,AssocDegOccupVocat,Private,945
South,Metropolitan,25,Male,Not Married,43,BachelorsDegree,Private,1153.84
Midwest,Not Metropolitan,59,Female,Married,40,SomeCollegeButNoDegree,Private,600
South,Metropolitan,24,Male,Married,39,HighSchoolDiploma,Private,480
Northeast,Metropolitan,26,Female,Not Married,43,BachelorsDegree,Private,614
South,Metropolitan,63,Female,Married,44,MastersDegree,Private,576.92
Northeast,Metropolitan,28,Female,Married,39,HighSchoolDiploma,Private,810.45
West,Metropolitan,38,Male,Married,39,HighSchoolDiploma,Private,769.23
Northeast,Metropolitan,47,Male,Not Married,39,HighSchoolDiploma,Private,800
South,Metropolitan,24,Female,Not Married,40,SomeCollegeButNoDegree,Private,576.92
Northeast,Metropolitan,51,Male,Not Married,39,HighSchoolDiploma,Private,1350
Northeast,Metropolitan,45,Male,Not Married,40,SomeCollegeButNoDegree,Private,575
Midwest,Metropolitan,45,Male,Not Married,39,HighSchoolDiploma,Private,600
South,Not Metropolitan,33,Female,Not Married,39,HighSchoolDiploma,Private,600
Midwest,Metropolitan,49,Male,Married,39,HighSchoolDiploma,Private,1250
Northeast,Metropolitan,60,Male,Married,44,MastersDegree,Private,961
Midwest,Metropolitan,31,Female,Married,43,BachelorsDegree,Private,769.23
West,Metropolitan,26,Male,Married,43,BachelorsDegree,Private,1080
Northeast,Metropolitan,32,Female,Not Married,40,SomeCollegeButNoDegree,Private,400
South,Metropolitan,44,Male,Married,43,BachelorsDegree,Private,850
South,Metropolitan,49,Female,Married,40,SomeCollegeButNoDegree,Private,1523.07
Northeast,Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,673
Northeast,Metropolitan,55,Female,Married,43,BachelorsDegree,Private,961
Northeast,Metropolitan,37,Male,Married,39,HighSchoolDiploma,Private,450
South,Metropolitan,36,Male,Married,41,AssocDegOccupVocat,Private,1200
South,Metropolitan,48,Female,Not Married,44,MastersDegree,Private,600
West,Metropolitan,47,Male,Married,39,HighSchoolDiploma,Private,1153.84
South,Metropolitan,37,Male,Not Married,35,NinthGrade,Private,290
Northeast,Metropolitan,34,Female,Married,40,SomeCollegeButNoDegree,Private,600
South,Metropolitan,30,Male,Not Married,43,BachelorsDegree,Private,1900
Northeast,Metropolitan,54,Male,Married,39,HighSchoolDiploma,Private,1192
South,Metropolitan,30,Male,Married,40,SomeCollegeButNoDegree,Private,231.25
Midwest,Metropolitan,29,Male,Married,43,BachelorsDegree,Private,730.76
South,Not Metropolitan,23,Female,Not Married,40,SomeCollegeButNoDegree,Private,450
Northeast,Not Metropolitan,44,Male,Married,44,MastersDegree,Private,1525
West,Metropolitan,56,Female,Married,39,HighSchoolDiploma,Private,1540
South,Not Metropolitan,40,Female,Married,39,HighSchoolDiploma,Private,494
Midwest,Not Metropolitan,31,Male,Married,42,AssocDegAcadem,Private,1021.25
South,Metropolitan,37,Male,Married,39,HighSchoolDiploma,Private,600
South,Metropolitan,47,Female,Not Married,40,SomeCollegeButNoDegree,Private,420
Northeast,Not Metropolitan,59,Female,Married,44,MastersDegree,Private,2365
Northeast,Metropolitan,43,Male,Not Married,39,HighSchoolDiploma,Private,1346
West,Metropolitan,20,Female,Not Married,40,SomeCollegeButNoDegree,Private,460
Northeast,Metropolitan,60,Female,Not Married,44,MastersDegree,Private,865
Northeast,Metropolitan,52,Female,Not Married,39,HighSchoolDiploma,Private,596.15
South,Metropolitan,48,Male,Not Married,42,AssocDegAcadem,Private,692.3
South,Metropolitan,23,Female,Not Married,39,HighSchoolDiploma,Private,846
West,Metropolitan,39,Male,Married,43,BachelorsDegree,Private,2884.61
Northeast,Metropolitan,39,Female,Married,42,AssocDegAcadem,Private,1363
Northeast,Not Metropolitan,46,Female,Not Married,41,AssocDegOccupVocat,Private,560
Northeast,Metropolitan,45,Male,Not Married,40,SomeCollegeButNoDegree,Private,2203.2
West,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,Private,692
Midwest,Metropolitan,28,Male,Not Married,35,NinthGrade,Private,656
Midwest,Metropolitan,46,Male,Married,33,FifthorSixthGrade,Private,300
Midwest,Not Metropolitan,61,Female,Married,39,HighSchoolDiploma,Private,480.76
Midwest,Not Metropolitan,25,Female,Not Married,43,BachelorsDegree,Private,874.8
South,Metropolitan,38,Male,Married,40,SomeCollegeButNoDegree,Private,2884.61
South,Metropolitan,30,Male,Married,40,SomeCollegeButNoDegree,Private,495
Midwest,Metropolitan,43,Male,Not Married,39,HighSchoolDiploma,Private,739.8
West,Metropolitan,52,Female,Married,40,SomeCollegeButNoDegree,Private,875
Northeast,Metropolitan,37,Female,Married,39,HighSchoolDiploma,Private,362
South,Metropolitan,33,Female,Married,44,MastersDegree,Private,961.53
West,Metropolitan,58,Male,Not Married,41,AssocDegOccupVocat,Private,192.3
Midwest,Metropolitan,41,Male,Not Married,43,BachelorsDegree,Private,900
Northeast,Metropolitan,26,Female,Not Married,40,SomeCollegeButNoDegree,Private,500
South,Metropolitan,61,Male,Married,43,BachelorsDegree,Private,1365
Northeast,Metropolitan,50,Male,Not Married,39,HighSchoolDiploma,Private,600
Midwest,Metropolitan,52,Female,Married,39,HighSchoolDiploma,Private,297
Midwest,Metropolitan,55,Male,Married,44,MastersDegree,Private,1365
South,Metropolitan,51,Female,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,39,Male,Not Married,43,BachelorsDegree,Private,800
South,Metropolitan,59,Male,Married,43,BachelorsDegree,Private,590
South,Metropolitan,45,Male,Not Married,40,SomeCollegeButNoDegree,Private,862
West,Metropolitan,42,Female,Not Married,40,SomeCollegeButNoDegree,Private,923.07
Midwest,Metropolitan,22,Male,Not Married,40,SomeCollegeButNoDegree,Private,300
South,Metropolitan,63,Male,Married,39,HighSchoolDiploma,Private,673
Northeast,Metropolitan,24,Male,Not Married,43,BachelorsDegree,Private,1192
Midwest,Not Metropolitan,50,Female,Married,40,SomeCollegeButNoDegree,Private,494
West,Metropolitan,33,Male,Married,43,BachelorsDegree,Private,1442.3
West,Metropolitan,33,Male,Married,43,BachelorsDegree,Private,453.6
South,Metropolitan,31,Female,Not Married,40,SomeCollegeButNoDegree,Private,800
West,Metropolitan,41,Male,Married,41,AssocDegOccupVocat,Private,480.76
South,Metropolitan,33,Female,Married,44,MastersDegree,Private,391.3
Northeast,Not Metropolitan,46,Male,Married,39,HighSchoolDiploma,Private,1442
Northeast,Not Metropolitan,49,Male,Married,41,AssocDegOccupVocat,Private,1107.8
West,Metropolitan,24,Male,Married,35,NinthGrade,Private,400
Midwest,Metropolitan,43,Male,Married,39,HighSchoolDiploma,Private,800
South,Metropolitan,25,Male,Not Married,43,BachelorsDegree,Private,692.3
Midwest,Not Metropolitan,31,Female,Not Married,40,SomeCollegeButNoDegree,Private,1346
Midwest,Metropolitan,50,Female,Not Married,43,BachelorsDegree,Private,1009.61
Midwest,Metropolitan,51,Female,Not Married,43,BachelorsDegree,Private,1230
West,Metropolitan,49,Male,Married,39,HighSchoolDiploma,Private,400
South,Not Metropolitan,50,Female,Married,43,BachelorsDegree,Private,500
South,Metropolitan,25,Male,Not Married,40,SomeCollegeButNoDegree,Private,550
South,Metropolitan,42,Male,Married,43,BachelorsDegree,Private,2884.61
Northeast,Metropolitan,48,Female,Not Married,39,HighSchoolDiploma,Private,576
Northeast,Metropolitan,29,Male,Not Married,43,BachelorsDegree,Private,2211.53
West,Metropolitan,29,Female,Not Married,43,BachelorsDegree,Private,653.84
Northeast,Metropolitan,34,Female,Married,44,MastersDegree,Private,1923
Midwest,Metropolitan,22,Male,Not Married,39,HighSchoolDiploma,Private,420
West,Metropolitan,38,Female,Not Married,42,AssocDegAcadem,Private,410.4
Northeast,Metropolitan,31,Female,Married,41,AssocDegOccupVocat,Private,690
West,Not Metropolitan,40,Male,Not Married,42,AssocDegAcadem,Private,956
South,Metropolitan,55,Female,Married,39,HighSchoolDiploma,Private,1442
South,Metropolitan,33,Male,Not Married,39,HighSchoolDiploma,Private,400
Northeast,Not Metropolitan,59,Male,Married,43,BachelorsDegree,Private,2500
Northeast,Metropolitan,55,Male,Married,41,AssocDegOccupVocat,Private,1632.8
Midwest,Metropolitan,25,Male,Not Married,39,HighSchoolDiploma,Private,340
South,Metropolitan,35,Female,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,47,Female,Married,39,HighSchoolDiploma,Private,640
South,Metropolitan,43,Female,Married,40,SomeCollegeButNoDegree,Private,320
South,Metropolitan,31,Female,Married,45,ProfSchoolDegree,Private,961.53
Midwest,Metropolitan,46,Female,Married,40,SomeCollegeButNoDegree,Private,600
South,Not Metropolitan,48,Female,Married,38,TwelthButNoDiploma,Private,480
South,Metropolitan,48,Female,Married,40,SomeCollegeButNoDegree,Private,639
Northeast,Metropolitan,47,Female,Married,43,BachelorsDegree,Private,1080
Midwest,Metropolitan,25,Male,Not Married,39,HighSchoolDiploma,Private,712
Midwest,Metropolitan,31,Male,Married,44,MastersDegree,Private,1442.3
South,Metropolitan,33,Female,Not Married,43,BachelorsDegree,Private,750.19
Midwest,Not Metropolitan,59,Male,Married,40,SomeCollegeButNoDegree,Private,1200
South,Metropolitan,26,Male,Not Married,39,HighSchoolDiploma,Private,404
West,Metropolitan,41,Female,Married,39,HighSchoolDiploma,Private,408
South,Metropolitan,39,Male,Married,44,MastersDegree,Private,1204.08
Midwest,Not Metropolitan,33,Female,Married,41,AssocDegOccupVocat,Private,766
South,Metropolitan,35,Female,Not Married,39,HighSchoolDiploma,Private,159.5
Northeast,Metropolitan,68,Male,Not Married,44,MastersDegree,Private,1298.07
South,Metropolitan,26,Male,Not Married,43,BachelorsDegree,Private,1500
South,Not Metropolitan,42,Male,Married,43,BachelorsDegree,Private,1153
Midwest,Metropolitan,38,Male,Married,40,SomeCollegeButNoDegree,Private,720
South,Metropolitan,42,Female,Not Married,42,AssocDegAcadem,Private,1057.69
Midwest,Metropolitan,49,Male,Not Married,39,HighSchoolDiploma,Private,575
Northeast,Metropolitan,38,Female,Married,41,AssocDegOccupVocat,Private,680
South,Metropolitan,37,Female,Married,40,SomeCollegeButNoDegree,Private,2595
South,Metropolitan,25,Male,Married,40,SomeCollegeButNoDegree,Private,614.4
Midwest,Not Metropolitan,49,Male,Married,44,MastersDegree,Private,923.07
Midwest,Metropolitan,44,Male,Married,44,MastersDegree,Private,1942
Midwest,Not Metropolitan,50,Female,Married,35,NinthGrade,Private,315
Northeast,Not Metropolitan,46,Male,Married,43,BachelorsDegree,Private,1057
South,Metropolitan,25,Female,Not Married,39,HighSchoolDiploma,Private,580
West,Metropolitan,24,Male,Not Married,39,HighSchoolDiploma,Private,540
Northeast,Metropolitan,29,Male,Married,43,BachelorsDegree,Private,2211.53
West,Metropolitan,60,Female,Married,43,BachelorsDegree,Private,369.23
West,Not Identified,32,Female,Not Married,39,HighSchoolDiploma,Private,800
Northeast,Metropolitan,21,Female,Married,39,HighSchoolDiploma,Private,400
South,Metropolitan,47,Male,Not Married,39,HighSchoolDiploma,Private,653.84
Midwest,Metropolitan,40,Male,Married,40,SomeCollegeButNoDegree,Private,1538
South,Metropolitan,28,Female,Not Married,43,BachelorsDegree,Private,865.38
West,Metropolitan,46,Female,Not Married,40,SomeCollegeButNoDegree,Private,600
Midwest,Metropolitan,28,Female,Not Married,43,BachelorsDegree,Private,865.38
West,Metropolitan,38,Male,Married,43,BachelorsDegree,Private,1403.84
West,Not Metropolitan,18,Male,Not Married,36,TenthGrade,Private,279.3
West,Metropolitan,31,Male,Not Married,39,HighSchoolDiploma,Private,612.5
West,Metropolitan,48,Male,Not Married,42,AssocDegAcadem,Private,1538.46
Midwest,Metropolitan,42,Female,Married,40,SomeCollegeButNoDegree,Private,600
Midwest,Metropolitan,46,Female,Married,43,BachelorsDegree,Private,2692
Midwest,Metropolitan,42,Male,Married,43,BachelorsDegree,Private,1399
South,Metropolitan,43,Female,Not Married,40,SomeCollegeButNoDegree,Private,680
South,Metropolitan,32,Male,Married,45,ProfSchoolDegree,Private,2884.61
West,Not Metropolitan,31,Male,Married,36,TenthGrade,Private,525
Northeast,Metropolitan,37,Female,Married,41,AssocDegOccupVocat,Private,826
South,Metropolitan,46,Male,Married,39,HighSchoolDiploma,Private,1423.07
West,Metropolitan,36,Female,Not Married,33,FifthorSixthGrade,Private,103
South,Metropolitan,64,Male,Married,39,HighSchoolDiploma,Private,769.23
West,Metropolitan,35,Female,Married,43,BachelorsDegree,Private,1057.69
West,Metropolitan,46,Male,Married,39,HighSchoolDiploma,Private,400
Midwest,Metropolitan,24,Female,Not Married,39,HighSchoolDiploma,Private,330
Northeast,Metropolitan,35,Male,Married,43,BachelorsDegree,Private,1538.46
South,Metropolitan,56,Female,Married,39,HighSchoolDiploma,Private,865
Northeast,Metropolitan,27,Male,Not Married,34,SeventhOrEighthGrade,Private,320
South,Metropolitan,55,Female,Married,39,HighSchoolDiploma,Private,540
West,Metropolitan,37,Female,Married,39,HighSchoolDiploma,Private,500
Midwest,Metropolitan,27,Male,Not Married,43,BachelorsDegree,Private,461.53
South,Metropolitan,52,Female,Not Married,42,AssocDegAcadem,Private,392.3
Midwest,Metropolitan,34,Male,Not Married,39,HighSchoolDiploma,Private,550
West,Metropolitan,32,Male,Married,36,TenthGrade,Private,550
South,Metropolitan,42,Female,Not Married,39,HighSchoolDiploma,Private,486
Northeast,Metropolitan,52,Male,Married,43,BachelorsDegree,Private,1500
Midwest,Metropolitan,29,Male,Not Married,43,BachelorsDegree,Private,653
Midwest,Metropolitan,37,Male,Married,41,AssocDegOccupVocat,Private,368
Midwest,Metropolitan,29,Female,Married,43,BachelorsDegree,Private,884.61
Midwest,Metropolitan,51,Female,Married,42,AssocDegAcadem,Private,961.53
South,Not Metropolitan,56,Female,Married,39,HighSchoolDiploma,Private,720
West,Metropolitan,43,Male,Married,43,BachelorsDegree,Private,2884.61
Midwest,Metropolitan,50,Male,Not Married,43,BachelorsDegree,Private,1250
Midwest,Metropolitan,60,Male,Not Married,39,HighSchoolDiploma,Private,490
West,Metropolitan,56,Male,Married,33,FifthorSixthGrade,Private,320
Midwest,Metropolitan,29,Female,Married,43,BachelorsDegree,Private,807.69
South,Metropolitan,52,Female,Not Married,44,MastersDegree,Private,1
Midwest,Not Metropolitan,57,Female,Not Married,43,BachelorsDegree,Private,420
Northeast,Not Metropolitan,39,Male,Married,39,HighSchoolDiploma,Private,1250
South,Not Metropolitan,72,Male,Married,34,SeventhOrEighthGrade,Private,1006.8
West,Metropolitan,48,Female,Not Married,39,HighSchoolDiploma,Private,416.4
Northeast,Metropolitan,43,Female,Married,45,ProfSchoolDegree,Private,898.84
South,Metropolitan,31,Female,Married,39,HighSchoolDiploma,Private,576.92
South,Metropolitan,38,Female,Not Married,43,BachelorsDegree,Private,600
Northeast,Metropolitan,40,Female,Not Married,39,HighSchoolDiploma,Private,315
South,Not Metropolitan,53,Male,Married,43,BachelorsDegree,Private,600
South,Not Metropolitan,40,Male,Married,39,HighSchoolDiploma,Private,1196
Northeast,Metropolitan,50,Male,Married,43,BachelorsDegree,Private,1538.46
West,Metropolitan,51,Female,Not Married,43,BachelorsDegree,Private,500
South,Metropolitan,25,Male,Not Married,39,HighSchoolDiploma,Private,350
Northeast,Metropolitan,56,Female,Not Married,39,HighSchoolDiploma,Private,600
South,Metropolitan,44,Female,Not Married,39,HighSchoolDiploma,Private,652
Northeast,Not Metropolitan,23,Male,Not Married,39,HighSchoolDiploma,Private,600
Northeast,Not Metropolitan,30,Female,Married,39,HighSchoolDiploma,Private,500
Northeast,Metropolitan,24,Male,Not Married,39,HighSchoolDiploma,Private,480
West,Metropolitan,32,Female,Married,40,SomeCollegeButNoDegree,Private,438
West,Metropolitan,33,Male,Not Married,39,HighSchoolDiploma,Private,520
South,Not Metropolitan,52,Female,Married,39,HighSchoolDiploma,Private,325.6
Midwest,Metropolitan,62,Female,Married,43,BachelorsDegree,Private,276.92
Northeast,Metropolitan,56,Female,Married,39,HighSchoolDiploma,Private,720
South,Not Metropolitan,45,Male,Not Married,39,HighSchoolDiploma,Private,865.38
Midwest,Metropolitan,49,Female,Married,39,HighSchoolDiploma,Private,600
Northeast,Metropolitan,32,Female,Married,43,BachelorsDegree,Private,1153.84
South,Not Metropolitan,50,Female,Married,43,BachelorsDegree,Private,400
West,Metropolitan,26,Female,Married,39,HighSchoolDiploma,Private,440
West,Metropolitan,38,Female,Married,39,HighSchoolDiploma,Private,1250
Midwest,Not Metropolitan,43,Male,Married,39,HighSchoolDiploma,Private,600
South,Metropolitan,50,Female,Not Married,43,BachelorsDegree,Private,420
West,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,Private,840
Northeast,Metropolitan,49,Female,Not Married,43,BachelorsDegree,Private,1923.07
West,Metropolitan,23,Female,Not Married,43,BachelorsDegree,Private,440
Midwest,Metropolitan,20,Female,Not Married,40,SomeCollegeButNoDegree,Private,325
Midwest,Not Metropolitan,66,Male,Married,36,TenthGrade,Private,442.75
South,Metropolitan,35,Male,Married,34,SeventhOrEighthGrade,Private,692
Northeast,Not Metropolitan,22,Male,Not Married,40,SomeCollegeButNoDegree,Private,560
Northeast,Metropolitan,34,Female,Married,43,BachelorsDegree,Private,1360
Midwest,Not Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,Private,520
West,Metropolitan,48,Male,Not Married,42,AssocDegAcadem,Private,1000
South,Metropolitan,56,Female,Married,37,EleventhGrade,Private,461.53
West,Metropolitan,30,Male,Not Married,45,ProfSchoolDegree,Private,1461
Midwest,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,Private,1075.3
Midwest,Metropolitan,28,Female,Not Married,40,SomeCollegeButNoDegree,Private,800
Northeast,Metropolitan,34,Male,Not Married,39,HighSchoolDiploma,Private,673.07
West,Metropolitan,22,Male,Not Married,39,HighSchoolDiploma,Private,1234.5
Midwest,Metropolitan,40,Male,Married,40,SomeCollegeButNoDegree,Private,1000
South,Metropolitan,20,Male,Not Married,39,HighSchoolDiploma,Private,200
Midwest,Metropolitan,37,Female,Not Married,42,AssocDegAcadem,Private,480
West,Metropolitan,50,Male,Married,39,HighSchoolDiploma,Private,1923.07
Northeast,Metropolitan,50,Male,Married,32,FirstSecondThirdOrFourthGrade,Private,1040
